Strike,Date,Village/local area,District,Province,Type of attack,Reportedly drone?,US confirmed?,US only source?,"Counter-
terrorism, force protection or strategic effects?",Reported target group?,Time,Reported target type,Minimum strikes,Maximum strikes,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured,Strike link,Timeline URL,Index
AFG943,23/11/2018,Unknown,Unknown,Paktika,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,934
AFG944,24/11/2018,Unknown,Nad Ali,Helmand,US strike,0,1,1,-,-,-,-,1,1,2,2,2,2,1,1,13,13,,,
AFG945,24/11/2018,Unknown,Unknown,Kandarhar,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,935
AFG946,24/11/2018,Unknown,Unknown,Kapisa,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,936
AFG947,24/11/2018,Unknown,Unknown,Kunduz,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,937
AFG948,24/11/2018,Unknown,Unknown,Laghman,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,
AFG949,24/11/2018,Unknown,Unknown,Nimroz,US strike,0,1,1,-,-,-,-,5,5,0,0,0,0,0,0,0,0,,,938
AFG950,25/11/2018,Unknown,Unknown,Ghazni,US strike,0,1,1,-,-,-,-,3,3,0,0,0,0,0,0,0,0,,,939
AFG951,25/11/2018,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,940
AFG952,25/11/2018,Unknown,Unknown,Kapisa,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,941
AFG953,25/11/2018,Unknown,Unknown,Kunar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,942
AFG954,25/11/2018,Unknown,Unknown,Logar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,943
AFG955,25/11/2018,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,11,11,0,0,0,0,0,0,0,0,,,944
AFG956,25/11/2018,Unknown,Unknown,Nimroz,US strike,0,1,1,-,-,-,-,3,3,0,0,0,0,0,0,0,0,,,945
AFG957,25/11/2018,Unknown,Unknown,Paktika,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,
AFG958,25/11/2018,Unknown,Unknown,Uruzgan,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,946
AFG959,26/11/2018,Unknown,Unknown,Kapisa,US strike,0,1,1,-,-,-,-,6,6,0,5,0,2,0,2,0,0,,,950
AFG960,26/11/2018,Unknown,Unknown,Ghazni,US strike,0,1,1,-,-,-,-,3,3,0,0,0,0,0,0,0,0,,,947
AFG961,26/11/2018,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,948
AFG962,26/11/2018,Unknown,Unknown,Kandahar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,949
AFG963,26/11/2018,Unknown,Unknown,Laghman,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,951
AFG964,26/11/2018,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,14,14,0,0,0,0,0,0,0,0,,,952
AFG965,26/11/2018,Unknown,Unknown,Uruzgan,US strike,0,1,1,-,-,-,-,5,5,0,0,0,0,0,0,0,0,,,953
AFG966,27/11/2018,Unknown,Garmsir,Helmand,US strike,0,1,1,-,-,-,-,1,1,0,32,0,23,0,10,0,3,,,
AFG967,27/11/2018,Unknown,Unknown,Ghazni,US strike,0,1,1,-,-,-,-,4,4,0,0,0,0,0,0,0,0,,,954
AFG968,27/11/2018,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,6,6,0,0,0,0,0,0,0,0,,,955
AFG969,27/11/2018,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,5,5,0,0,0,0,0,0,0,0,,,956
AFG970,27/11/2018,Unknown,Unknown,Zabul,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,957
AFG971,28/11/2018,Unknown,Unknown,Ghazni,US strike,0,1,1,-,-,-,-,3,3,0,0,0,0,0,0,0,0,,,958
AFG972,28/11/2018,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,17,17,0,0,0,0,0,0,0,0,,,959
AFG973,28/11/2018,Unknown,Unknown,Kabul,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,960
AFG974,28/11/2018,Unknown,Unknown,Kunar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,
AFG975,28/11/2018,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,961
AFG976,28/11/2018,Unknown,Unknown,Nimroz,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,962
AFG977,28/11/2018,Unknown,Unknown,Paktika,US strike,0,1,1,-,-,-,-,7,7,0,0,0,0,0,0,0,0,,,963
AFG978,28/11/2018,Unknown,Unknown,Paktia,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,964
AFG979,29/11/2018,Unknown,Unknown,Farah,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,965
AFG980,29/11/2018,Unknown,Unknown,Ghazni,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,966
AFG981,29/11/2018,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,3,3,0,0,0,0,0,0,0,0,,,967
AFG982,29/11/2018,Unknown,Unknown,Kapisa,US strike,0,1,1,-,-,-,-,3,3,0,0,0,0,0,0,0,0,,,968
AFG983,29/11/2018,Unknown,Unknown,Kunar,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,969
AFG984,29/11/2018,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,3,3,0,0,0,0,0,0,0,0,,,970
AFG985,29/11/2018,Unknown,Unknown,Paktia,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,971
AFG986,30/11/2018,Unknown,Unknown,Ghazni,US strike,0,1,1,-,-,-,-,9,9,0,12,0,0,0,0,0,0,,,972
AFG987,30/11/2018,Unknown,Unknown,Kapisa,US strike,0,1,1,-,-,-,-,7,7,0,2,0,0,0,0,0,2,,,975
AFG988,30/11/2018,Unknown,Unknown,Helmand,US strike,0,1,1,-,-,-,-,4,4,0,0,0,0,0,0,0,0,,,973
AFG989,30/11/2018,Unknown,Unknown,Kandahar,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,974
AFG990,30/11/2018,Unknown,Unknown,Logar,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,976
AFG991,30/11/2018,Unknown,Unknown,Nangarhar,US strike,0,1,1,-,-,-,-,4,4,0,0,0,0,0,0,0,0,,,977
AFG992,30/11/2018,Unknown,Unknown,Paktika,US strike,0,1,1,-,-,-,-,2,2,0,0,0,0,0,0,0,0,,,978
AFG993,30/11/2018,Unknown,Unknown,Paktia,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,,,979
AFG994,01/12/2018,Unknown,Nawzad,Helmand,US strike,0,0,0,-,-,-,-,1,1,7,23,0,0,0,0,0,0,,,
AFG995,05/12/2018,Unknown,Khak i Safid,Farah,US strike,1,0,0,-,-,-,-,1,1,10,10,0,0,0,0,0,0,,,
AFG996,13/12/2018,Unknown,Unknown,Zabul,US strike,1,0,0,-,-,-,-,1,1,3,3,0,0,0,0,0,0,,,
AFG997,17/12/2018,Unknown,Farsi,Herat,US strike,1,0,0,-,-,-,-,1,1,5,5,0,0,0,0,0,0,,,
